============================================================================================================================================================================================================================================================================================ 
Input  ECAL_01   ECAL_02   ECAL_03   ECAL_04   ECAL_05   ECAL_06   ECAL_07   ECAL_08   ECAL_09   ECAL_10   ECAL_11   ECAL_12   ECAL_13   ECAL_14   ECAL_15   ECAL_16   ECAL_17   ECAL_18   ECAL_19   ECAL_20   ECAL_21   ECAL_22   ECAL_23   ECAL_24   ECAL_25   ECAL_26   ECAL_27   ECAL_28 
0x0c5   0x70ff    0x70fd    0x70fd    0x70f2    0x70ef    0x70e1    0x70d5    0x70cc    0x70bc    0x70b2    0x70a6    0x7098    0x708f    0x7085    0x6079    0x6074    0x606d    0x70d0    0x70bb    0x70ad    0x709c    0x708e    0x7081    0x6072    0x6064    0x6055    0x70b5    0x708d    
0x0c6   0x70ff    0x70ff    0x70ff    0x70f5    0x70f1    0x70e3    0x70d7    0x70ce    0x70be    0x70b3    0x70a8    0x709a    0x7090    0x7086    0x607a    0x6075    0x606e    0x70d2    0x70bd    0x70af    0x709d    0x7090    0x7082    0x6073    0x6065    0x6056    0x70b7    0x708e    
0x0c7   0x70ff    0x70ff    0x70ff    0x70f6    0x70f3    0x70e5    0x70d9    0x70d0    0x70bf    0x70b4    0x70a9    0x709b    0x7091    0x7087    0x607b    0x6076    0x606e    0x70d4    0x70be    0x70b0    0x709e    0x7091    0x7083    0x6074    0x6065    0x6056    0x70b8    0x708f    
0x0c8   0x70ff    0x70ff    0x70ff    0x70f9    0x70f5    0x70e7    0x70db    0x70d1    0x70c1    0x70b6    0x70aa    0x709c    0x7092    0x7088    0x607c    0x6077    0x606f    0x70d6    0x70c0    0x70b1    0x70a0    0x7092    0x7084    0x6075    0x6066    0x6057    0x70ba    0x7091    
0x0c9   0x70ff    0x70ff    0x70ff    0x70fb    0x70f7    0x70e9    0x70dd    0x70d3    0x70c2    0x70b8    0x70ac    0x709e    0x7094    0x7089    0x607d    0x6078    0x6070    0x70d8    0x70c1    0x70b3    0x70a1    0x7093    0x7085    0x6076    0x6067    0x6058    0x70bb    0x7092    
0x0ca   0x70ff    0x70ff    0x70ff    0x70fc    0x70f9    0x70eb    0x70de    0x70d5    0x70c4    0x70b9    0x70ad    0x709f    0x7095    0x708a    0x607e    0x6079    0x6071    0x70d9    0x70c3    0x70b4    0x70a2    0x7094    0x7086    0x6077    0x6068    0x6058    0x70bc    0x7093    
0x0cb   0x70ff    0x70ff    0x70ff    0x70ff    0x70fb    0x70ed    0x70e0    0x70d7    0x70c5    0x70bb    0x70af    0x70a0    0x7096    0x708b    0x607f    0x607a    0x6072    0x70db    0x70c4    0x70b6    0x70a4    0x7096    0x7087    0x6078    0x6069    0x6059    0x70be    0x7094    
0x0cc   0x70ff    0x70ff    0x70ff    0x70ff    0x70fc    0x70ee    0x70e2    0x70d8    0x70c7    0x70bc    0x70b0    0x70a1    0x7097    0x708c    0x7080    0x607b    0x6073    0x70dc    0x70c6    0x70b7    0x70a5    0x7097    0x7088    0x6079    0x6069    0x605a    0x70bf    0x7095    
0x0cd   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f0    0x70e4    0x70da    0x70c8    0x70bd    0x70b1    0x70a3    0x7098    0x708e    0x7081    0x607c    0x6074    0x70de    0x70c7    0x70b9    0x70a6    0x7098    0x7089    0x607a    0x606a    0x605a    0x70c1    0x7097    
0x0ce   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f2    0x70e5    0x70dc    0x70ca    0x70bf    0x70b3    0x70a4    0x7099    0x708f    0x7082    0x607d    0x6075    0x70e0    0x70c9    0x70ba    0x70a8    0x7099    0x708a    0x607b    0x606b    0x605b    0x70c3    0x7098    
0x0cf   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f4    0x70e7    0x70dd    0x70cb    0x70c0    0x70b4    0x70a5    0x709a    0x7090    0x7083    0x607e    0x6076    0x70e2    0x70ca    0x70bb    0x70a9    0x709a    0x708b    0x607c    0x606c    0x605c    0x70c4    0x7099    
0x0d0   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f6    0x70e9    0x70df    0x70cd    0x70c2    0x70b5    0x70a6    0x709c    0x7091    0x7084    0x607f    0x6077    0x70e4    0x70cc    0x70bd    0x70aa    0x709c    0x708c    0x607d    0x606d    0x605d    0x70c6    0x709a    
0x0d1   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f8    0x70eb    0x70e1    0x70cf    0x70c3    0x70b7    0x70a8    0x709d    0x7092    0x7085    0x7080    0x6078    0x70e5    0x70ce    0x70be    0x70ac    0x709d    0x708e    0x607e    0x606e    0x605d    0x70c7    0x709b    
0x0d2   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fa    0x70ec    0x70e2    0x70d0    0x70c5    0x70b8    0x70a9    0x709e    0x7093    0x7086    0x7081    0x6078    0x70e7    0x70cf    0x70c0    0x70ad    0x709e    0x708e    0x607f    0x606f    0x605e    0x70c9    0x709c    
0x0d3   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fc    0x70ee    0x70e4    0x70d2    0x70c6    0x70ba    0x70aa    0x709f    0x7094    0x7087    0x7082    0x6079    0x70e9    0x70d1    0x70c1    0x70ae    0x709f    0x7090    0x7080    0x606f    0x605f    0x70ca    0x709e    
0x0d4   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fe    0x70f0    0x70e6    0x70d4    0x70c8    0x70bb    0x70ac    0x70a1    0x7096    0x7088    0x7083    0x607a    0x70eb    0x70d2    0x70c3    0x70b0    0x70a0    0x7091    0x7081    0x6070    0x6060    0x70cc    0x709f    
0x0d5   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f2    0x70e8    0x70d5    0x70ca    0x70bd    0x70ad    0x70a2    0x7097    0x708a    0x7084    0x607b    0x70ed    0x70d4    0x70c4    0x70b1    0x70a2    0x7092    0x7082    0x6071    0x6060    0x70cd    0x70a0    
0x0d6   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f4    0x70e9    0x70d7    0x70cb    0x70be    0x70ae    0x70a3    0x7098    0x708a    0x7085    0x607c    0x70ee    0x70d5    0x70c6    0x70b2    0x70a3    0x7093    0x7083    0x6072    0x6061    0x70cf    0x70a1    
0x0d7   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f6    0x70eb    0x70d8    0x70cc    0x70bf    0x70af    0x70a4    0x7099    0x708c    0x7086    0x607d    0x70f0    0x70d7    0x70c7    0x70b4    0x70a4    0x7094    0x7084    0x6073    0x6062    0x70d0    0x70a2    
0x0d8   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f7    0x70ed    0x70da    0x70ce    0x70c1    0x70b1    0x70a5    0x709a    0x708d    0x7087    0x607e    0x70f2    0x70d9    0x70c9    0x70b5    0x70a5    0x7095    0x7085    0x6074    0x6062    0x70d2    0x70a4    
0x0d9   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f9    0x70ef    0x70dc    0x70d0    0x70c2    0x70b2    0x70a7    0x709b    0x708e    0x7088    0x607f    0x70f4    0x70da    0x70ca    0x70b6    0x70a7    0x7096    0x7086    0x6075    0x6063    0x70d4    0x70a5    
0x0da   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fb    0x70f1    0x70dd    0x70d1    0x70c4    0x70b3    0x70a8    0x709c    0x708f    0x7089    0x7080    0x70f5    0x70dc    0x70cc    0x70b8    0x70a8    0x7097    0x7087    0x6075    0x6064    0x70d5    0x70a6    
0x0db   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fd    0x70f2    0x70df    0x70d3    0x70c5    0x70b5    0x70a9    0x709e    0x7090    0x708a    0x7081    0x70f7    0x70de    0x70cd    0x70b9    0x70a9    0x7099    0x7088    0x6076    0x6065    0x70d7    0x70a8    
0x0dc   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f4    0x70e1    0x70d4    0x70c7    0x70b6    0x70ab    0x709f    0x7091    0x708b    0x7082    0x70f9    0x70df    0x70cf    0x70ba    0x70aa    0x709a    0x7089    0x6077    0x6065    0x70d8    0x70a9    
0x0dd   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f6    0x70e2    0x70d6    0x70c8    0x70b7    0x70ac    0x70a0    0x7092    0x708c    0x7083    0x70fb    0x70e1    0x70d0    0x70bc    0x70ab    0x709b    0x708a    0x6078    0x6066    0x70da    0x70aa    
0x0de   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f7    0x70e4    0x70d7    0x70c9    0x70b9    0x70ad    0x70a1    0x7093    0x708d    0x7084    0x70fd    0x70e3    0x70d2    0x70bd    0x70ad    0x709c    0x708b    0x6079    0x6067    0x70db    0x70ab    
0x0df   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f9    0x70e5    0x70d9    0x70cb    0x70ba    0x70ae    0x70a2    0x7094    0x708e    0x7085    0x70fe    0x70e4    0x70d3    0x70be    0x70ae    0x709d    0x708c    0x607a    0x6068    0x70dd    0x70ac    
0x0e0   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fb    0x70e7    0x70da    0x70cc    0x70bb    0x70af    0x70a3    0x7095    0x708f    0x7086    0x70ff    0x70e6    0x70d5    0x70c0    0x70af    0x709e    0x708d    0x607b    0x6068    0x70df    0x70ae    
0x0e1   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fd    0x70e9    0x70dc    0x70ce    0x70bd    0x70b1    0x70a4    0x7096    0x7090    0x7087    0x70ff    0x70e7    0x70d6    0x70c1    0x70b0    0x709f    0x708e    0x607c    0x6069    0x70e0    0x70af    
0x0e2   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ea    0x70dd    0x70cf    0x70be    0x70b2    0x70a6    0x7097    0x7091    0x7088    0x70ff    0x70e9    0x70d8    0x70c3    0x70b2    0x70a0    0x708f    0x607c    0x606a    0x70e2    0x70b0    
0x0e3   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ec    0x70df    0x70d1    0x70bf    0x70b3    0x70a7    0x7098    0x7092    0x7089    0x70ff    0x70eb    0x70d9    0x70c4    0x70b3    0x70a2    0x7090    0x607d    0x606b    0x70e3    0x70b1    
0x0e4   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ee    0x70e1    0x70d2    0x70c1    0x70b4    0x70a8    0x7099    0x7093    0x708a    0x70ff    0x70ec    0x70db    0x70c5    0x70b4    0x70a3    0x7091    0x607e    0x606b    0x70e5    0x70b3    
0x0e5   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ef    0x70e2    0x70d4    0x70c2    0x70b6    0x70a9    0x709a    0x7094    0x708b    0x70ff    0x70ee    0x70dc    0x70c7    0x70b6    0x70a4    0x7092    0x607f    0x606c    0x70e7    0x70b4    
0x0e6   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f1    0x70e4    0x70d5    0x70c3    0x70b7    0x70aa    0x709b    0x7095    0x708b    0x70ff    0x70f0    0x70de    0x70c8    0x70b7    0x70a5    0x7093    0x7080    0x606d    0x70e8    0x70b5    
0x0e7   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f3    0x70e6    0x70d7    0x70c5    0x70b9    0x70ac    0x709d    0x7096    0x708d    0x70ff    0x70f2    0x70e0    0x70ca    0x70b8    0x70a6    0x7094    0x7081    0x606e    0x70ea    0x70b7    
0x0e8   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f5    0x70e7    0x70d8    0x70c6    0x70ba    0x70ad    0x709e    0x7097    0x708e    0x70ff    0x70f3    0x70e1    0x70cb    0x70ba    0x70a7    0x7095    0x7082    0x606f    0x70ec    0x70b8    
0x0e9   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f6    0x70e9    0x70da    0x70c8    0x70bb    0x70ae    0x709f    0x7098    0x708f    0x70ff    0x70f5    0x70e3    0x70cc    0x70bb    0x70a9    0x7096    0x7083    0x606f    0x70ed    0x70b9    
0x0ea   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f8    0x70ea    0x70db    0x70c9    0x70bc    0x70af    0x70a0    0x7099    0x7090    0x70ff    0x70f7    0x70e4    0x70ce    0x70bc    0x70aa    0x7097    0x7084    0x6070    0x70ef    0x70ba    
0x0eb   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fa    0x70ec    0x70dd    0x70ca    0x70be    0x70b0    0x70a1    0x709a    0x7090    0x70ff    0x70f8    0x70e6    0x70cf    0x70bd    0x70ab    0x7098    0x7085    0x6071    0x70f0    0x70bc    
0x0ec   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fb    0x70ee    0x70de    0x70cc    0x70bf    0x70b2    0x70a2    0x709b    0x7091    0x70ff    0x70fa    0x70e7    0x70d1    0x70bf    0x70ac    0x7099    0x7085    0x6072    0x70f2    0x70bd    
0x0ed   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fd    0x70ef    0x70e0    0x70cd    0x70c0    0x70b3    0x70a3    0x709c    0x7092    0x70ff    0x70fc    0x70e9    0x70d2    0x70c0    0x70ad    0x709a    0x7086    0x6072    0x70f4    0x70be    
0x0ee   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f1    0x70e2    0x70cf    0x70c2    0x70b4    0x70a4    0x709e    0x7094    0x70ff    0x70fe    0x70eb    0x70d4    0x70c1    0x70af    0x709b    0x7087    0x6073    0x70f6    0x70c0    
0x0ef   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f3    0x70e3    0x70d0    0x70c3    0x70b5    0x70a6    0x709f    0x7095    0x70ff    0x70ff    0x70ec    0x70d5    0x70c3    0x70b0    0x709c    0x7088    0x6074    0x70f7    0x70c1    
0x0f0   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f4    0x70e4    0x70d1    0x70c4    0x70b7    0x70a7    0x70a0    0x7095    0x70ff    0x70ff    0x70ee    0x70d6    0x70c4    0x70b1    0x709d    0x7089    0x6075    0x70f9    0x70c2    
0x0f1   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f6    0x70e6    0x70d3    0x70c5    0x70b8    0x70a8    0x70a1    0x7096    0x70ff    0x70ff    0x70ef    0x70d8    0x70c5    0x70b2    0x709e    0x708a    0x6075    0x70fa    0x70c3    
0x0f2   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f8    0x70e8    0x70d4    0x70c7    0x70b9    0x70a9    0x70a2    0x7098    0x70ff    0x70ff    0x70f1    0x70d9    0x70c7    0x70b3    0x709f    0x708b    0x6076    0x70fc    0x70c5    
0x0f3   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f9    0x70e9    0x70d6    0x70c8    0x70ba    0x70aa    0x70a3    0x7099    0x70ff    0x70ff    0x70f3    0x70db    0x70c8    0x70b4    0x70a0    0x708c    0x6077    0x70fe    0x70c6    
0x0f4   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fb    0x70eb    0x70d7    0x70c9    0x70bb    0x70ab    0x70a4    0x7099    0x70ff    0x70ff    0x70f4    0x70dc    0x70c9    0x70b6    0x70a1    0x708d    0x6078    0x70ff    0x70c7    
0x0f5   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fd    0x70ec    0x70d9    0x70cb    0x70bd    0x70ac    0x70a5    0x709b    0x70ff    0x70ff    0x70f6    0x70de    0x70cb    0x70b7    0x70a3    0x708e    0x6079    0x70ff    0x70c9    
0x0f6   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fe    0x70ee    0x70da    0x70cc    0x70be    0x70ad    0x70a6    0x709c    0x70ff    0x70ff    0x70f8    0x70df    0x70cc    0x70b8    0x70a4    0x708f    0x607a    0x70ff    0x70ca    
0x0f7   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ef    0x70db    0x70cd    0x70bf    0x70af    0x70a7    0x709d    0x70ff    0x70ff    0x70f9    0x70e1    0x70cd    0x70b9    0x70a5    0x7090    0x607a    0x70ff    0x70cb    
0x0f8   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f1    0x70dd    0x70cf    0x70c1    0x70b0    0x70a8    0x709e    0x70ff    0x70ff    0x70fb    0x70e2    0x70cf    0x70bb    0x70a6    0x7091    0x607b    0x70ff    0x70cd    
0x0f9   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f3    0x70de    0x70d0    0x70c2    0x70b1    0x70aa    0x709f    0x70ff    0x70ff    0x70fc    0x70e4    0x70d0    0x70bc    0x70a7    0x7092    0x607c    0x70ff    0x70ce    
0x0fa   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f4    0x70e0    0x70d2    0x70c3    0x70b2    0x70ab    0x70a0    0x70ff    0x70ff    0x70fe    0x70e5    0x70d1    0x70bd    0x70a8    0x7093    0x607d    0x70ff    0x70cf    
0x0fb   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f6    0x70e1    0x70d3    0x70c4    0x70b3    0x70ac    0x70a1    0x70ff    0x70ff    0x70ff    0x70e7    0x70d3    0x70be    0x70a9    0x7094    0x607e    0x70ff    0x70d1    
0x0fc   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f7    0x70e3    0x70d4    0x70c6    0x70b4    0x70ad    0x70a2    0x70ff    0x70ff    0x70ff    0x70e8    0x70d4    0x70bf    0x70aa    0x7094    0x607e    0x70ff    0x70d2    
0x0fd   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70f9    0x70e4    0x70d6    0x70c7    0x70b6    0x70ae    0x70a3    0x70ff    0x70ff    0x70ff    0x70ea    0x70d5    0x70c1    0x70ab    0x7095    0x607f    0x70ff    0x70d3    
0x0fe   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fa    0x70e6    0x70d7    0x70c8    0x70b7    0x70af    0x70a4    0x70ff    0x70ff    0x70ff    0x70eb    0x70d7    0x70c2    0x70ac    0x7096    0x7080    0x70ff    0x70d5    
0x0ff   0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70ff    0x70fb    0x70e6    0x70d8    0x70c9    0x70b7    0x70b0    0x70a4    0x70ff    0x70ff    0x70ff    0x70ec    0x70d8    0x70c3    0x70ad    0x7097    0x7080    0x70ff    0x70d6    
0x100   0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    
0x101   0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    
0x102   0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    
0x103   0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0401    0x0401    0x0401    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    
0x104   0x1402    0x1402    0x1402    0x1402    0x1402    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x0c00    0x0c00    0x0401    0x0401    0x0401    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0c00    0x0401    0x0c00    
0x105   0x1402    0x1402    0x1402    0x1402    0x1402    0x1402    0x1402    0x1402    0x1402    0x1402    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x1402    0x1402    0x0401    0x0401    0x0401    0x0c00    0x0c00    0x0c00    0x0c00    0x0401    0x0401    
0x106   0x1403    0x1403    0x1403    0x1403    0x1403    0x1403    0x1403    0x1403    0x1402    0x1402    0x1402    0x1402    0x1402    0x1402    0x0401    0x0401    0x0401    0x1402    0x1402    0x1402    0x0401    0x0401    0x0401    0x0401    0x0401    0x0c00    0x0401    0x0401    
0x107   0x2404    0x2404    0x2404    0x2404    0x2404    0x1403    0x1403    0x1403    0x1403    0x1403    0x1402    0x1402    0x1402    0x1402    0x1402    0x0401    0x0401    0x1403    0x1403    0x1403    0x0401    0x0401    0x0401    0x0401    0x0401    0x0401    0x1402    0x0401    
0x108   0x2404    0x2404    0x2404    0x2404    0x2404    0x2404    0x2404    0x1403    0x1403    0x1403    0x1403    0x1403    0x1402    0x1402    0x1402    0x1402    0x0401    0x1403    0x1403    0x1403    0x1402    0x0401    0x0401    0x0401    0x0401    0x0401    0x1402    0x0401    
0x109   0x2405    0x2405    0x2405    0x2405    0x2405    0x2404    0x2404    0x2404    0x2404    0x2404    0x1403    0x1403    0x1403    0x1402    0x1402    0x1402    0x1402    0x2404    0x2404    0x1403    0x1402    0x1402    0x0401    0x0401    0x0401    0x0401    0x1402    0x1402    
0x10a   0x2406    0x2406    0x2406    0x2406    0x2406    0x2405    0x2405    0x2405    0x2405    0x2404    0x2404    0x2404    0x1403    0x1403    0x1403    0x1402    0x1402    0x2405    0x2404    0x2404    0x1402    0x1402    0x1402    0x1402    0x0401    0x0401    0x1403    0x1402    
0x10b   0x2406    0x2406    0x2406    0x2406    0x2406    0x2406    0x2405    0x2405    0x2405    0x2405    0x2404    0x2404    0x2404    0x1403    0x1403    0x1403    0x1402    0x2405    0x2405    0x2404    0x1403    0x1402    0x1402    0x1402    0x0401    0x0401    0x1403    0x1402    
0x10c   0x3408    0x3408    0x2407    0x2407    0x2407    0x2407    0x2406    0x2406    0x2406    0x2406    0x2405    0x2405    0x2404    0x2404    0x1403    0x1403    0x1403    0x2406    0x2406    0x2405    0x1403    0x1403    0x1402    0x1402    0x1402    0x0401    0x2404    0x1403    
0x10d   0x3408    0x3408    0x3408    0x3408    0x3408    0x2407    0x2407    0x2407    0x2406    0x2406    0x2405    0x2405    0x2405    0x2404    0x2404    0x1403    0x1403    0x2406    0x2406    0x2406    0x1403    0x1403    0x1403    0x1402    0x1402    0x1402    0x2404    0x1403    
0x10e   0x3409    0x3409    0x3408    0x3408    0x3408    0x2407    0x2407    0x2407    0x2407    0x2406    0x2406    0x2406    0x2405    0x2405    0x2404    0x1403    0x1403    0x2407    0x2406    0x2406    0x1403    0x1403    0x1403    0x1402    0x1402    0x1402    0x2404    0x1403    
0x10f   0x340a    0x340a    0x3409    0x3409    0x3409    0x3408    0x3408    0x3408    0x2407    0x2407    0x2407    0x2406    0x2406    0x2405    0x2405    0x2404    0x1403    0x2407    0x2407    0x2407    0x2404    0x2404    0x1403    0x1403    0x1402    0x1402    0x2405    0x1403    
0x110   0x340a    0x340a    0x340a    0x340a    0x340a    0x3409    0x3408    0x3408    0x3408    0x3408    0x2407    0x2407    0x2406    0x2405    0x2405    0x2404    0x2404    0x3408    0x3408    0x2407    0x2404    0x2404    0x1403    0x1403    0x1402    0x1402    0x2405    0x2404    
0x111   0x340b    0x340b    0x340b    0x340b    0x340b    0x340a    0x3409    0x3409    0x3409    0x3408    0x3408    0x3408    0x2407    0x2406    0x2405    0x2405    0x2404    0x3409    0x3408    0x3408    0x2405    0x2404    0x2404    0x1403    0x1403    0x1402    0x2405    0x2404    
0x112   0x340c    0x340c    0x340b    0x340b    0x340b    0x340a    0x340a    0x340a    0x3409    0x3409    0x3408    0x3408    0x2407    0x2406    0x2406    0x2405    0x2404    0x3409    0x3409    0x3408    0x2405    0x2404    0x2404    0x1403    0x1403    0x1402    0x2406    0x2404    
0x113   0x340d    0x340d    0x340c    0x340c    0x340c    0x340b    0x340b    0x340a    0x340a    0x340a    0x3409    0x3409    0x3408    0x2407    0x2406    0x2405    0x2405    0x340a    0x340a    0x3409    0x2405    0x2405    0x2404    0x2404    0x1403    0x1403    0x2406    0x2405    
0x114   0x340e    0x340e    0x340d    0x340d    0x340d    0x340c    0x340c    0x340b    0x340b    0x340a    0x3409    0x3409    0x3408    0x3408    0x2407    0x2406    0x2405    0x340b    0x340a    0x340a    0x2406    0x2405    0x2405    0x2404    0x1403    0x1403    0x2407    0x2405    
0x115   0x340e    0x340e    0x340e    0x340e    0x340e    0x340d    0x340c    0x340c    0x340b    0x340b    0x340a    0x340a    0x3408    0x3408    0x2407    0x2406    0x2405    0x340b    0x340b    0x340a    0x2406    0x2405    0x2405    0x2404    0x2404    0x1403    0x2407    0x2405    
0x116   0x4410    0x4410    0x340f    0x340f    0x340f    0x340e    0x340d    0x340d    0x340c    0x340c    0x340b    0x340a    0x3409    0x3408    0x2407    0x2406    0x2406    0x340c    0x340c    0x340b    0x2406    0x2406    0x2405    0x2405    0x2404    0x1403    0x3408    0x2406    
0x117   0x4411    0x4411    0x4410    0x4410    0x4410    0x340e    0x340e    0x340e    0x340d    0x340c    0x340b    0x340b    0x340a    0x3409    0x3408    0x2407    0x2406    0x340d    0x340c    0x340c    0x2407    0x2406    0x2406    0x2405    0x2404    0x2404    0x3408    0x2406    
0x118   0x4411    0x4411    0x4411    0x4410    0x4410    0x340f    0x340e    0x340e    0x340d    0x340d    0x340c    0x340c    0x340a    0x3409    0x3408    0x2407    0x2406    0x340d    0x340d    0x340c    0x2407    0x2406    0x2406    0x2405    0x2404    0x2404    0x3408    0x2406    
0x119   0x4412    0x4412    0x4412    0x4411    0x4411    0x4410    0x340f    0x340f    0x340e    0x340e    0x340c    0x340c    0x340b    0x340a    0x3409    0x3408    0x2407    0x340e    0x340e    0x340d    0x3408    0x2407    0x2406    0x2405    0x2405    0x2404    0x3409    0x2407    
